,seller_id,seller_autonomous_community,seller_city
784,dc120d932ddf9d4dfb6fd68beefda622,galicia,ourense
785,6902157ee16728322d61a1321fa79e58,comunidad de madrid,madrid
786,f3041c2e75ec683697a6a5ea82192210,comunidad de madrid,leganes
787,c54679b132454625907c773d273d4126,andalucia,cordoba
788,d26aa40b90272d4843d63be7c1462c8d,comunidad de madrid,madrid
789,a2fa0bdc798ee84cdb08281337cf4fb6,castilla y leon,valladolid
790,bd697db56ff8e7c9cd1abeb7f72029b2,comunidad de madrid,madrid
791,2aafae69bf4c41fbd94053d9413e87ee,comunidad valenciana,valencia
792,483ca627d131e18f988349b1655c0acd,andalucia,cordoba
793,1a3df491d1c4f1589fc2b934ada68bf2,castilla y leon,salamanca
794,e81e1f9c3e762e620f3fb60a51499e16,castilla y leon,avila
795,4170f6a9367e6b5d6401d03ce6d54569,region de murcia,murcia
796,4e480be820e37de1444325ff358c9296,comunidad de madrid,alcorcon
797,6560211a19b47992c3666cc44a7e94c0,comunidad de madrid,madrid
798,3da38366e7bd9baf6369071f782ecdf0,baleares,palma de mallorca - mallorca
799,e3e290b38963293022cdcd6db8328103,comunidad de madrid,madrid
800,70b52a4cfc823994561b00bad161b4ed,comunidad de madrid,madrid
801,c1552b1dab6e6f760950368ae61fb600,andalucia,huelva
802,596849622429351f47b32e6cae1055ff,andalucia,malaga
803,e6ffc9ac6a7adc9d16a1cfc2286dd546,comunidad de madrid,madrid
804,bf0045791395e66460eb04749c68672a,comunidad de madrid,madrid
805,718539d38d07dd351c76db862760e2e2,andalucia,malaga
806,b76f4d90e85657a240495c876313adc5,andalucia,almeria
807,979e9f8b5b39dd243a2550c8b05aecf0,comunidad de madrid,madrid
808,22a23e5ac7061fc538cc2a019afaaf16,comunidad de madrid,madrid
809,0b90b6df587eb83608a64ea8b390cf07,galicia,lugo
810,9200e6ce317b67196b6b0bad4d4bd567,cataluna,barcelona
811,4c60877808f4318ef1107fbeb8f89afa,andalucia,cadiz
812,3bb32fedaa74e4ad20f4ce067733bd31,castilla y leon,soria
813,ae8bfdbf1c2a2a2dee92d799db0a31c6,galicia,pontevedra
814,1927cdb9fa74f5270097f6250e8e8f34,andalucia,almeria
815,8a87611c08849ffeeccab52aa798b6c7,galicia,coruna
816,679769a98cfcc6da877c8486ff1c13f3,comunidad de madrid,parla
817,acf974e4d5950ad143a247471b831eb9,comunidad valenciana,alicante
818,20a7efa9721046319bdde5d60b6b5365,andalucia,almeria
819,febab0275244b9a49a623f0bd613ca2f,andalucia,sevilla
820,f3da5b2ff499efb8d4a6d371d175d7dd,comunidad de madrid,madrid
821,436bf27f2f18474fc6047702e9f8a866,andalucia,malaga
822,d2f3e277560ed4c6361284429b00f037,andalucia,cadiz
823,cd843d4cf8ef32827de0396605163ba3,comunidad de madrid,mostoles
824,67883baaae6134ee81b271a542613728,comunidad de madrid,madrid
825,7dc9a3355bae96dd82008b313d3a456c,comunidad de madrid,getafe
826,05e107217c7266362fd44b75b2cd4cc4,comunidad de madrid,madrid
827,1acde099eb406aa220b1169b188b42da,comunidad de madrid,madrid
828,d97df38225e5abadaff1e72cb72b823c,andalucia,almeria
829,45213867cefbf2cd4c6177e10216a951,andalucia,malaga
830,61b893c57e33626afb104d4112b1be76,comunidad de madrid,parla
831,a420f60ff1aa9acc80d0e42959f2b313,comunidad de madrid,madrid
832,ff4ea69c2a729e83e63c7579e4ef8170,andalucia,cadiz
833,fa5fdc4e4bb6bd1009ad0e4ac4096562,andalucia,cordoba
834,916748bc99315c2d202898ae58b1617e,andalucia,sevilla
835,bc2ac6b95e1accce9858528ee566c17e,andalucia,malaga
836,25debeafbce801fdd479539350185eee,andalucia,almeria
837,02c988090b766852e088c69d7fb3b551,andalucia,jaen
838,e5f9e61ceb5f523cc966e0f34095032f,castilla y leon,leon
839,ad97a199236354e53fcd91a5a913e9a2,castilla y leon,leon
840,3606774ec64634822d78dc2db6d37045,andalucia,almeria
841,94165aea8a35c3c21499cbcae239b16c,comunidad de madrid,alcala de henares
842,c8665a4dd081a2c436b1cd921079d0d9,andalucia,jaen
843,c7dcd301ecfe5ab7f778ac172cf74be7,comunidad de madrid,madrid
844,6c17baf138731a4aaacc3210adf2037b,andalucia,malaga
845,50c361bcf670d16f6df4d52de3dff924,comunidad de madrid,madrid
846,32e5635e63cb374eb63afdd242fb6134,cataluna,barcelona
847,c1f12f926d0ba950578b4fa41115cbb6,comunidad de madrid,madrid
848,8602a61d680a10a82cceeeda0d99ea3d,comunidad de madrid,madrid
849,c3acdfac4e3e97ff87529454fbc03642,comunidad de madrid,madrid
850,fde0cc9ea29c8ccfc0a2c22256a58c71,galicia,coruna
851,e63e8bfa530fb16910dd6956e592bb81,andalucia,cadiz
852,c4f7fee5b0db50e87766f5a4d1b1b758,andalucia,sevilla
853,d7485b33791774c36108f8c69602d48d,galicia,coruna
854,515d781150feed28a6ac091bb0e3cb8c,cantabria,santander
855,e908c0f3646e8b60375734a350d95d71,comunidad de madrid,madrid
856,2646baaf662d4d92ac48f047e35db92d,comunidad de madrid,madrid
857,13fa2a6c6b9d0f43cb588d7c82117a12,comunidad de madrid,madrid
858,5343d0649eca2a983820bfe93fc4d17e,andalucia,cordoba
859,7c9130f5f3729edd32aa059141d92484,andalucia,sevilla
860,e4ebd3f87bf70440014f07ddda7fbe03,andalucia,almeria
861,33a17d60c64393351ebf1ef860f4e0f2,comunidad valenciana,valencia
862,640e21a7d01df7614a3b4923e990d40c,andalucia,granada
863,d57e18d5f73c7ccb7f7339b61166898d,comunidad de madrid,madrid
864,dd2bdf855a9172734fbc3744021ae9b9,comunidad de madrid,madrid
865,9d213f303afae4983637247556438ede,andalucia,granada
866,aadfe0417e61315688b6bd7043361e25,aragon,zaragoza
867,079d295dcbf06ee8bb1b65ba964eb2b6,comunidad de madrid,madrid
868,55c26bcb609f480eb7868594245febb5,andalucia,huelva
869,cbf09e831b0c11f6f23ffb51004db972,andalucia,huelva
870,7fdb0720c8d7c9075538b365dc8c3a22,galicia,pontevedra
871,933446e9a59dece7ae9175103820ca8f,galicia,coruna
872,3f8247d0f772ffa58560e5c682521ad5,castilla y leon,salamanca
873,e46bc031f2c5bae4ccb40bb90712e9b4,comunidad de madrid,madrid
874,4aba391bc3b88717ce08eb11e44937b2,pais vasco,bilbao
875,fcba71d4d5db057f43249145e4eb1e27,andalucia,sevilla
876,c747d5b92c7648417faea95d36d763e8,baleares,ibiza - ibiza
877,715bbd5ba4e6b74cb0d2f29eb45058b0,andalucia,almeria
878,1430239a858e7682bbc43b20758af153,comunidad de madrid,madrid
879,bb7a14e229b1c95156719c3d9552eeee,cataluna,barcelona
880,d598f929fc44e1e38678e7f47250ec04,aragon,zaragoza
881,edc518ba25576a0188a0e8f2c3af186f,andalucia,cadiz
882,4c18691b6037662be2df78a765d98ab5,comunidad de madrid,madrid
883,8f2b51a30523cdecddc2f179f351c7d6,comunidad de madrid,madrid
884,6b536a23086fba0d58c08d68814397f6,cataluna,gerona
885,95f83f51203c626648c875dd41874c7f,comunidad de madrid,fuenlabrada
886,6b243f80ed07b10f0e8aa0f21a205f3c,galicia,coruna
887,e7f3bf1ecd8526eb7f3b18059e6716e5,andalucia,granada
888,4d600e08ecbe08258c79e536c5a42fee,galicia,coruna
889,2089a6d640999f9b9141ac719b2af596,andalucia,cadiz
890,2a167ca73899c85001a837d8fb4962f6,comunidad de madrid,madrid
891,458c6fa920810ce2492da71bc26d9eec,andalucia,huelva
892,7494d0dcba8551df6cf37f1b905dc2f7,andalucia,almeria
893,698f5fa55a5f73d0740e9d9a773e8093,cataluna,barcelona
894,4f0d637c1197fd65405ebd755ac9f86b,andalucia,granada
895,3969863bb8af7f72580b3b1ffd3a17b3,comunidad de madrid,madrid
896,2a5b78b41cd05baeac8df54c6606b92c,comunidad de madrid,leganes
897,1f7dfad2cb384ea4d2d7e1ffbd78c407,comunidad de madrid,madrid
898,08f5819815f3d06545011850bd70f0a8,andalucia,almeria
899,b32be1695eb7ec5f10f72d9610a12527,comunidad valenciana,alicante
900,b94cc9f10ddc85e4ba73a6f7974e7101,cataluna,lleida
901,53243585a1d6dc2643021fd1853d8905,pais vasco,san sebastian
902,6df688df543f90e9b38f4319e75a9d88,comunidad de madrid,madrid
903,7f40d06aa0b5f1aa4f41af8c0480e2ef,andalucia,cordoba
904,dd88d13bea9e4c2bf47daf224f8141e5,comunidad valenciana,valencia
905,72c38a04bd6a1c3dbc5298425a0db86d,galicia,pontevedra
906,9e17b9d64683aebcbb9ee362d06463b4,andalucia,granada
907,b5bb2b985208834bd5bd86c7a402bbad,comunidad valenciana,valencia
908,b1fecf4da1fa2689bccffa0121953643,cantabria,santander
909,7b1222c3624aa89b9558b50a2594188c,andalucia,huelva
910,e595809a6c31ec4314fd06ef198c244d,castilla y leon,zamora
911,ba6b68b55fe8704377a7d43c8e5c0185,comunidad de madrid,madrid
912,b8114f2f589a6804810f04f99b36b498,andalucia,granada
913,83d7070a0b9a8b4625fa8682b819fabb,andalucia,malaga
914,570d4583587a5fe2d47c7be89b91ad27,comunidad de madrid,madrid
915,9591fc341b1bfb7ef561e2968ec6e011,comunidad de madrid,madrid
916,0af977692321d895349eded183341d28,andalucia,almeria
917,b33aaadd1a8891d2dfef0c4c3bdf0371,andalucia,sevilla
918,5d9dc90a686a8fddacffab6bab5653a3,andalucia,malaga
919,cc80e2f693fa6e2408f47ccf62413fc1,galicia,coruna
920,dee656f0f566ed1aa85bd137c943f08f,andalucia,jaen
921,ace601496e211a664100321f038f50af,comunidad de madrid,madrid
922,d673a59aac7a70d8b01e6902bf090a11,andalucia,granada
923,966cb4760537b1404caedd472cc610a5,andalucia,cordoba
924,d4a5e99e0dd915df64ba55a7fbd583fd,comunidad de madrid,madrid
925,6bcb2352a2a0c38b845f598298ab9d26,galicia,lugo
926,2c2c9832d1bb38c5b0034a3b47d313ee,comunidad valenciana,valencia
927,f3b80352b986ab4d1057a4b724be19d0,region de murcia,murcia
928,b452cb0ae35044c4a53179c39f49fb06,andalucia,sevilla
929,0307f7565ff85b299b6e5ef162b1b1a9,andalucia,huelva
930,ffeee66ac5d5a62fe688b9d26f83f534,andalucia,granada
931,3bfad056cf05c00dabe2f895925d83b1,andalucia,jaen
932,9aa388272ee334b6ae07bc73706e254a,comunidad de madrid,alcobendas
933,74bafed391319577bce6f4d2acc0589a,comunidad de madrid,madrid
934,2b03ac196f5ed62ac483960fe0fa3b65,comunidad de madrid,madrid
935,0b64bcdb0784abc139af04077d49a20e,comunidad valenciana,castellon
936,0bfd0b434243adc5c2e1aa6baf19c6aa,cataluna,barcelona
937,92d14edfb62ee5ae7fdff70b0f4e7233,andalucia,granada
938,5e105f5c9f63f5f1fd75d6cb942e55b1,andalucia,huelva
939,2fb25ab44bdbeae6a4d816e0d0c9d500,cataluna,barcelona
940,ed4311e67debd72b8610a5347a743087,andalucia,cadiz
941,5bf397d04035b5f45cc41e82ec106803,comunidad de madrid,madrid
942,f9bbdd976532d50b7816d285a22bd01e,comunidad de madrid,madrid
943,e3e15e2c0b9700561efac21c6be48066,comunidad de madrid,madrid
944,a5bff0f43eb51f0cad7c37fac7244c8a,comunidad de madrid,madrid
945,f52c2422904463fdd7741f99045fecb6,comunidad de madrid,madrid
946,14f2b3587172b9db894c9bad8dab520b,comunidad valenciana,alicante
947,1354d51653f645349064725ed204e85e,comunidad de madrid,madrid
948,eaaa46e98c9e61f6764dd1d7a2ab8b3e,cataluna,gerona
949,5b664594895aefb418afaee6d40a9a23,cataluna,gerona
950,bf00385a5f7fc1ef39a13c2e9ee50a5f,comunidad de madrid,madrid
951,391bbd13b6452244774beff1824006ed,andalucia,malaga
952,c714262700f93defc16bf17a51a4cb23,comunidad de madrid,madrid
953,bcd2d7510d58e293f20fad6438c1b314,galicia,coruna
954,ec4608a1f76453166bb312b2968aeaf4,andalucia,jaen
955,5c603ffb38cbbf25a0e0698941324143,comunidad de madrid,alcobendas
956,2bd05d410a8fd26dc4184a15f4f2f588,comunidad de madrid,madrid
957,4dab98ca6cd6d3df586203cefd28a042,comunidad valenciana,valencia
958,293dee954235e4e4e43f129313625ebe,region de murcia,murcia
959,cd68562d3f44870c08922d380acae552,andalucia,granada
960,082e0bf4cb865a6533b1e8e498cc0255,andalucia,cadiz
961,c286ec035ee04ba81c97508f0b5df544,galicia,coruna
962,dd8a29ce82d5c705ba932d81494600a5,comunidad de madrid,madrid
963,41da412d33e8da4f22baf55cb1bde82c,castilla-la mancha,albacete
964,782f78b632a43875dd5b53e3e49c9564,andalucia,malaga
965,28405831a29823802aa22c084cfd0649,comunidad de madrid,madrid
966,fe19dce63ae80346207c6c55713d1023,comunidad de madrid,torrejon de ardoz
967,a67780aba9dd436e7ac0aa1f889e73ec,andalucia,sevilla
968,d594982fd877af63ace38ea1fca27c76,comunidad de madrid,madrid
969,dda37071807e404c5bb2a1590c66326f,comunidad de madrid,madrid
970,5bc55dbe2f12b6af6d83ed46023e0dc8,comunidad de madrid,alcala de henares
971,b1b3948701c5c72445495bd161b83a4c,comunidad de madrid,madrid
972,4e92348462c75b6c842b994ce84a0ed4,comunidad valenciana,castellon
973,6e13dd869aa7185f601c941423abcc8f,comunidad de madrid,madrid
974,723cd880edaacdb998898b67c8f9da30,andalucia,granada
975,00ee68308b45bc5e2660cd833c3f81cc,comunidad de madrid,madrid
976,1fbe10c70e30765ed1de86d9f7e98409,andalucia,malaga
977,001e6ad469a905060d959994f1b41e4f,cataluna,tarragona
978,685b870da5b52a710782c9c0fefbeb5b,andalucia,granada
979,701938c450705b8ae65fc923b70f35c7,andalucia,jaen
980,f3862c2188522d89860c38a3ea8b550d,andalucia,granada
981,f5f1f2c5f923f36ad79ea1d07185ddc9,andalucia,huelva
982,cf8ab1616079e2793aa29d524df01bb1,comunidad de madrid,madrid
983,160851d3ece7aa1a510f8d1a4bb8a8af,andalucia,sevilla
984,61c36f0fc4a47f9532e5512b66668e62,andalucia,cadiz
985,59b22a78efb79a4797979612b885db36,comunidad de madrid,alcala de henares
986,553a440137d6e0cf776aee0bb83ac9f5,andalucia,sevilla
987,ea8482cd71df3c1969d7b9473ff13abc,comunidad de madrid,madrid
988,72bc2cce903c872fe376a8faaa81d237,comunidad de madrid,madrid
989,65c255b299faf2d12050937cc219c46c,comunidad de madrid,madrid
990,f09e26011d833ddab11593c1a097a92a,andalucia,granada
991,72c73be2b085b9d57650dd53eb2004c9,comunidad de madrid,madrid
992,c2bda99904207edd1834f03e0022b007,comunidad de madrid,madrid
993,3d4824f20035949c710eaf111f869d39,andalucia,sevilla
994,042573af89b6d931f672efaf789d8358,andalucia,sevilla
995,5b925e1d006e9476d738aa200751b73b,comunidad de madrid,madrid
996,06bb3a2fe5e7b7a845b13e8fb91bd944,comunidad de madrid,madrid
997,5f5a58930c3c35f3b5af264f34fb8c85,andalucia,granada
998,fe2032dab1a61af8794248c8196565c9,andalucia,malaga
999,3092c0b297aacfb4bb6e056ebe13b9b8,andalucia,cordoba
1000,c004e5ea15737026cecaee0447e00b75,comunidad de madrid,madrid
1001,8629a7efec1aab257e58cda559f03ba7,aragon,zaragoza
1002,1c56ffe0e9dea2657fc6e95b53f40b13,andalucia,cadiz
1003,74a9b9bddf14ece02beb81f52c41a88d,comunidad de madrid,madrid
1004,1cbd32d00d01bb8087a5eb088612fd9c,andalucia,malaga
1005,850857dfac77488c307e2b1cbd84ab5a,galicia,pontevedra
1006,e0a366315b1b726b6c7832d664c0f530,comunidad de madrid,madrid
1007,4049512728d969bec69f84088b012416,comunidad de madrid,madrid
1008,120476eb7a04c149d14772edaf5d9bf2,cataluna,gerona
1009,cd6efc47efaabf134f8bdb654e10b4f1,cataluna,barcelona
1010,2a7c6c0b0d5efde2bf75ec1e1cec2d41,galicia,lugo
1011,4e17c65a516f69d023a2ae78b84f28d6,andalucia,granada
1012,a8739afb32aaa45e01815ca76f76f54b,andalucia,granada
1013,d4828feed4cda2cd9d6b37899a95a71e,baleares,calvia - mallorca
1014,e3d3b3efac954a60d61be70b7e05b49b,comunidad de madrid,madrid
1015,d558ebe531605a1285ab2b1bc3256dfb,comunidad de madrid,madrid
1016,c7a0a13cbcf29d5ce51c8f80afdc0b89,castilla y leon,burgos
1017,33ac3e28642ab8bda860a2f693000e78,andalucia,malaga
1018,8936ba0de1073ee888cb3185ae5dc661,comunidad de madrid,madrid
1019,18a349e75d307f4b4cc646a691ed4216,comunidad de madrid,madrid
1020,a72c2f59332659e361d647515c698798,comunidad valenciana,valencia
1021,b55638ad525e906c698fa2ce742c1742,castilla y leon,leon
1022,be9a160a9011f627c3e121d076c1ec7b,castilla y leon,valladolid
1023,ed859002ad59dbf8cf3602696a6c3000,galicia,ourense
1024,12b9676b00f60f3b700e83af21824c0e,comunidad valenciana,castellon
1025,ef2fbc2b607d8492bcffe657a4645434,cataluna,barcelona
1026,a080fc8a850289b27500f6b49cca2553,comunidad de madrid,madrid
1027,9c57bc60cfad5ee62d35d3f1ce4593a1,galicia,coruna
1028,9539213aa8e023c01937bef95dc006da,comunidad de madrid,madrid
1029,69a43819c758c65a5befb0b471c954d7,galicia,coruna
1030,8fdca8e349553f99bc738833a62c8802,comunidad de madrid,madrid
1031,0bb27263628258b8111a0262769fa9db,comunidad de madrid,madrid
1032,08061dc0fc165ed41288cc7acde738ee,andalucia,jaen
1033,4ebdc7e6cd6102a022dadc49156d4ea8,comunidad de madrid,madrid
1034,f918546be4bec7104d117789ba758b2b,comunidad de madrid,madrid
1035,eb4a59a06b3948e851a7d7a830bcbc42,pais vasco,bilbao
1036,80146bc52c4f6af5239b23de2a20262b,andalucia,granada
1037,4091f77d8c768fc3e81c20761471761d,comunidad de madrid,madrid
1038,0dfbed20065e425d2eaefb101f9816c0,andalucia,jaen
1039,26bad72add1f86e08a776ce4ffdaf1ca,andalucia,sevilla
1040,e174dc2de86d60fee178170a154c05e7,andalucia,cordoba
1041,612170e34b97004b3ba37eae81836b4c,comunidad valenciana,valencia
1042,2a84855fd20af891be03bc5924d2b453,comunidad de madrid,madrid
1043,cf2384dd2f1dddea3f838efed0945e65,andalucia,almeria
1044,377bc18334c78dd2f1535ef22a3ad225,galicia,ourense
1045,439a47cc365d6e3bd526812ea9de3c29,andalucia,jaen
1046,6ba4733aa33f6386e9fb0c0fd3993b38,comunidad valenciana,castellon
1047,4b39558c138930b9e5489c93b6df5fe3,pais vasco,san sebastian
1048,4b9750c8ad28220fe6702d4ecb7c898f,andalucia,sevilla
1049,278b6e0b20c4f61fefaa0577943d7a35,castilla y leon,palencia
1050,ba8e85df286308fe68a2ce83a8f8b2d6,castilla y leon,salamanca
1051,2059c39f76271d4ca3f15b5ffaccc8b8,galicia,coruna
1052,5a05a16bb50629ee31afab8a6d4c2674,comunidad valenciana,alicante
1053,edb65fe661681b1c0de8bd47c8655855,comunidad de madrid,madrid
1054,8cbac7e12637ed9cffa18c7875207478,castilla y leon,valladolid
1055,fdb9095204a334cd8872252ffec6f2db,comunidad de madrid,madrid
1056,0cab2da43793a6f3c5ed8514c5f54627,galicia,coruna
1057,5b97c06a046398e7005b2b7c0d707a92,comunidad de madrid,parla
1058,aae3bfea055532c57fb453ed3ec80b30,andalucia,cordoba
1059,866558b3bccef2dbc6d29a2b5995016f,galicia,pontevedra
1060,cb5df0dcb9e280b1780e9d589889f2c7,andalucia,cadiz
1061,9bcdfa7b615b3abb9461d9e3ad9886ae,castilla y leon,leon
1062,271c58a1d139c45eaf3316107c6d3a3b,comunidad de madrid,madrid
1063,2dee2ce60de9709b1a24083217181a1f,principado de asturias,gijon
1064,a154d7316f158bb42e6fa18bbe3afd3a,comunidad de madrid,madrid
1065,f84fa566034f5e8e880a07ec624c56af,andalucia,jaen
1066,4c1c7281388a33dd06daac44f9fadbd1,andalucia,almeria
1067,2063dd1b9f568df1c16741ea7d3e6adb,galicia,lugo
1068,9cea4682e16655f7da87f406902e989e,galicia,lugo
1069,b1ac6ea7895bc3dd6f0f6f4abbdd2821,comunidad valenciana,castellon
1070,851773c885feb5e2da3b4f82bc2b17ce,andalucia,almeria
1071,0ff83046c3fa22efee8ecf291888b191,comunidad valenciana,alicante
1072,2b2fed75b8e5ea3a052fc4c0825da485,comunidad de madrid,mostoles
1073,9f50216bfd01913736a55a11b55ea842,andalucia,sevilla
1074,2d518637f53161b973e01f56ea4bb88e,comunidad de madrid,madrid
1075,aafe36600ce604f205b86b5084d3d767,castilla y leon,zamora
1076,efff9341f3f8f5237b44ff67ed36a7bf,castilla-la mancha,albacete
1077,a7d0f8dd44f57ef6de7f7f02e3d82630,comunidad de madrid,madrid
1078,5b07547f10dd980738a1a27f685af669,andalucia,cadiz
1079,a99504ac23ed125aaf5302af6cc30af9,andalucia,malaga
1080,5882820ef11c4c068eea0677a7a879b4,comunidad valenciana,alicante
1081,7357b52d27cbaa90f81a96cbc1279396,comunidad de madrid,fuenlabrada
1082,180c3376aff0e43dd5788709df48a843,comunidad de madrid,madrid
1083,b4b447d715f9ab302a188fb43d3e96b3,comunidad de madrid,madrid
1084,5e25c632f9db6cfb8bc100421c2737b6,castilla y leon,avila
1085,f4c4daa86e30c7e5a553a8d518ac03a5,galicia,pontevedra
1086,398cb257329ef7af7f1943a8974a3cbc,pais vasco,bilbao
1087,4003520d80d0bad1d5623f7aa3c63cda,cataluna,barcelona
1088,3289d8c3eef4873f91ce0b1343c0dd58,andalucia,cadiz
1089,b0f2a6122a90a93eb03e68653dd960e3,galicia,coruna
1090,6c1b6d0c604b776f844125f911eb7377,comunidad de madrid,madrid
1091,c4af86330efa7a2620772227d2d670c9,andalucia,jaen
1092,a888faf2d1baececa6baf9c3d603ee1f,galicia,pontevedra
1093,681fce914360217db47784ae28905a96,galicia,lugo
1094,31be790e64fc99f8ff48ec2bd18a3104,andalucia,granada
1095,7b3447b497e55af8c15fc7bd89d7b81a,comunidad de madrid,madrid
1096,e560e4022d8f7aebf155db95946c5c0f,comunidad de madrid,madrid
1097,2f9b7ce230a057a98a9f5df5893ee36c,andalucia,cordoba
1098,41b39e28db005d9731d9d485a83b4c38,andalucia,cordoba
1099,809413606dbfe5deefd2db646693ef67,comunidad de madrid,madrid
1100,609e1a9a6c2539919b8205cf7c4e6ff0,castilla y leon,leon
1101,c3e2398fcc7e581cda2e546557bf6968,comunidad de madrid,madrid
1102,740205fedfe4e90ca6857bc77db0f2b4,andalucia,granada
1103,c79151301b9d90985d1fa52879213105,galicia,lugo
1104,3e46a38ee171c503c3b4a3f23fe3bf0c,andalucia,sevilla
1105,3d4b1ae7539303b5704493798893e82c,comunidad de madrid,madrid
1106,bdf0d02d36a1d839d0c39c4a887cdd49,andalucia,malaga
1107,65a7c0788e4d632ccb5e1b594b87f0bb,comunidad de madrid,madrid
1108,d7f1cfc638473be93baedbfd02208016,cataluna,lleida
1109,001cca7ae9ae17fb1caed9dfb1094831,castilla-la mancha,albacete
1110,7f35f9daf223da737b78738fbae4d977,andalucia,granada
1111,2eb70248d66e0e3ef83659f71b244378,andalucia,malaga
1112,6061155addc1e54b4cfb51c1c2a32ad8,andalucia,malaga
1113,8b87cd0d43d49b9bdf40f56229364d59,comunidad de madrid,madrid
1114,52a50b42accf164f9f019941e5759d9b,andalucia,huelva
1115,c6bda72e4dbf5c5866b13cb1810c6d03,comunidad de madrid,madrid
1116,270572bb714b00531be85e16e1550f26,andalucia,malaga
1117,16bdc8cefd0e32a6f0824d296c5ad14a,andalucia,almeria
1118,4a82c4af97ffc0fb2dc26bfdc03b1842,comunidad de madrid,madrid
1119,3985a3c45be355a4c57fde108bfabd1c,comunidad valenciana,alicante
1120,07e8e8fc5222bb358e6f259da3197074,comunidad de madrid,madrid
1121,cd06602b43d8800bd0afad514919d35c,comunidad de madrid,madrid
1122,8f0fbe2cd4d472157dc1cdef6edecaa9,comunidad de madrid,madrid
1123,f44b6f775a2b390380e0e30b5c9d3eee,comunidad de madrid,madrid
1124,365e4bce19bda0082c3d15d83fdb8bcd,andalucia,almeria
1125,2e0dba2da448400b1c11d7b4b22f32a4,andalucia,cordoba
1126,e882b2a25a10b9c057cc49695f222c19,cataluna,tarragona
1127,734def04b237117a09321dd6d8f3f2a2,andalucia,malaga
1128,28c7d8743fbc8679f484868cc0fcaefb,andalucia,almeria
1129,9baf5cb77970f539089d09a38bcec5c3,andalucia,jaen
1130,e3dd723429d1b23614b7fa85e2c7a853,andalucia,granada
1131,f4a04f7be452aa3bb31760bf00055dd0,andalucia,cordoba
1132,dbc22125167c298ef99da25668e1011f,comunidad de madrid,fuenlabrada
1133,bc302730ea8cf49b5c74f579febb5bbf,andalucia,malaga
1134,e64ddbe1cbcf4f2fc3092b7c481f3f9d,comunidad de madrid,madrid
1135,56e361f411e38dcef17cdc2a3d99628b,andalucia,cadiz
1136,048c2757535328e0d7dac690ad3c0aae,andalucia,malaga
1137,bdb3edbaee43a761e2d4f258dc08f348,andalucia,almeria
1138,b127efdabeffb5d559349c7b172eb75d,comunidad de madrid,madrid
1139,951e8cef368f09bb3f3d03c00ca4702c,andalucia,granada
1140,33d677f27a69b84051204ee4ae76eaca,castilla y leon,salamanca
1141,b88e7c57cb2d8b973b7dd4a2bfa14b36,galicia,coruna
1142,1967a9e2ad6f51802b093147d861df58,comunidad de madrid,madrid
1143,9da15f4a4ea758d9eeb49000dbe57e22,andalucia,jaen
1144,d91fb3b7d041e83b64a00a3edfb37e4f,andalucia,cadiz
1145,749e7cdabbaf72f16677859e27874ba5,andalucia,cadiz
1146,3d5d0dc7073a299e31fa718ce1bc00b6,cataluna,barcelona
1147,688756f717c462a206ad854c5027a64a,andalucia,cadiz
1148,56a8b450e802502ba53a9885ee38e29f,andalucia,granada
1149,9b00ed88b7fdb95d6ff76e27c1b52d16,comunidad de madrid,madrid
1150,4be6b962d83299498bae2190f95d6566,andalucia,cadiz
1151,c13fb473e7cb8b83ccd543c094df0608,comunidad de madrid,madrid
1152,17998cf586426bf0f2c3726cb0a4b211,comunidad de madrid,madrid
1153,c88f62b4c386a59281014d677864d016,galicia,pontevedra
1154,c864036feaab8c1659f65ea4faebe1da,galicia,ourense
1155,8d899e15a5925f097cca50faa49b15e3,andalucia,huelva
1156,79565f7d5603b24ddf07ade262547f2f,andalucia,granada
1157,ba143b05f0110f0dc71ad71b4466ce92,comunidad de madrid,madrid
1158,4e0d109ccfba9a1151c103049880c857,cataluna,gerona
1159,89dda63a3c907c468ec88c310ed91213,comunidad de madrid,madrid
1160,c522be04e020c1e7b79f3acff36513d5,andalucia,malaga
1161,5f5b43b2bffa8656e4bc6efeb13cc649,comunidad de madrid,madrid
1162,87f3e35268860433e13d577825aada95,andalucia,jaen
1163,c5e60e39c0f42b8e827daa13cff74afa,comunidad de madrid,madrid
1164,bca9230d3bbb4efa51872bf605a2f1ad,comunidad de madrid,madrid
1165,4bc3d93e4a5f88a598d3d8ce4ae510b3,comunidad de madrid,madrid
1166,6e864f5c4669eff3d98140a07cc50202,comunidad de madrid,madrid
1167,7bcd7c5f8631701474db233ccf1c094b,comunidad de madrid,madrid
1168,8b2d4ab22f42c5cfc338b846decfda60,galicia,lugo
1169,d9bd94811c3338dceb4181f3dbc0c73e,comunidad de madrid,madrid
1170,e70053bf73d1b5863932e53a9fa47496,comunidad de madrid,madrid
1171,dbd66278cbfe1aa1000f90a217ca4695,comunidad de madrid,madrid
1172,e7d5b006eb624f13074497221eb37807,andalucia,cordoba
1173,6c9875b2f94ba781186f0c1aed8d1687,andalucia,sevilla
1174,d63f306de130e0391d38a792541723b8,comunidad de madrid,madrid
1175,2f74af7a0ee5636f12c2336f9fffed47,comunidad de madrid,madrid
1176,c7fdb77fdbff3c41981bc52f787e959e,andalucia,cordoba
1177,04fdea0c111866e6cf812f1570d6b5bd,comunidad de madrid,madrid
